Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
4/13/20 12:28,Tennessee,2020-03-24,"Knoxville, Knox, Memphis, and Shelby",,,Shelter-in-place order,,,,,,"""On March 23, Knoxville and Knox County issued a stay-at-home order effective for at least 14 days beginning March 24."" and """"On March 24, Memphis issued a ""safer-at-home order"" effective through April 7, and surrounding Shelby County and the county's other municipalities issued a similar order the same day.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/20 12:44,Texas,2020-03-24,"Collin, Galveston, Harris, San Antonio, Travis and Williamson",,,Shelter-in-place order,,,,,,"""Collin, Galveston, Harris,Travis and Williamson counties issued same measures on March 24."" and """"On March 23, the (San Antonio) city and county issued a shelter-in-place order effective March 24 through April 9.""""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response
4/13/20 12:06,Washington,2020-03-24,Ocean Shores,,,Night-time curfew,,,,,,"""On March 24, the city of Ocean Shores closed roads leading to Pacific Ocean beaches and declared a city-wide midnight curfew.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response
4/13/20 11:23,Wisconsin,2020-03-24,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Evers announced closures of all non-essential businesses to be signed on Tuesday, March 24, and urged citizens to stay at home to reduce the spread of COVID-19.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/10/20 15:14,Alaska,2020-03-25,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Mike Dunleavy ordered everyone arriving in Alaska to self-quarantine for 14 days upon arrival, effective March 25, with limited exceptions""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska
4/11/20 10:42,Colorado,2020-03-25," Boulder, Jefferson, Broomfield, Adams, Arapahoe, Larimer, Weld, and Douglas",,,Shelter-in-place order,,,,,,"""On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17."" and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larimer County issued a stay-at-home order effective March 26 through April 17.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:00,Florida,2020-03-25,Doral and Leon,,,Shelter-in-place order,,,,,,"""On March 24, Leon County issued a stay-at-home order and nighttime curfew effective March 25."" and ""Doral issued a ""safer-at-home order"" effective March 25 through April 1.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:43,Georgia,2020-03-25,"Canton, Cobb, Decatur, and Floyd",,,Shelter-in-place order,,,,,,"""Cobb County issued a shelter-in-place order effective March 25 until April 15."" and ""Floyd County issued a shelter-in-place order effective March 25 through April 7."" and ""Decatur issued a stay-at-home order effective March 25 through April 7"" and ""On March 25, Canton issued a shelter-in-place order effective March 25 through April 12.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 12:07,Hawaii,2020-03-25,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Governor David Ige issued a stay-at-home order effective March 25 through April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 12:16,Idaho,2020-03-25,State-wide,,,Shelter-in-place order,,,,,,"""On March 25, Idaho Governor Brad Little issued a stay-at-home order for the entire state, effective for 21 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 12:25,Indiana,2020-03-25,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Holcomb announced statewide stay-at-home order effective March 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:31,Kansas,2020-03-25,"Atchison, Miami, Morris, Sedgwick",,,Shelter-in-place order,,,,,,"""On March 24, Atchison County issued a ""shelter-at-home order"" effective March 25 to April 25."" and ""Morris County issued a stay-at-home order effective March 25 until April 25."" and ""Sedgwick County issued a stay-at-home order effective March 25. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:59,Maine,2020-03-25,Portland,,,Shelter-in-place order,,,,,,"""On March 24, the City of Portland announced that the manager has signed a stay-at-home order beginning on March 25 for all non-essential businesses and services in Portland, with a potential end date on April 27.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maine
4/14/20 10:29,Missouri,2020-03-25,"Columbia, Boone, Randolph, and Ray",,,Shelter-in-place order,,,,,,"""On March 24, Columbia and surrounding Boone County issued a stay-at-home order effective March 25 through April 24"" and ""Randolph County issued a stay-at-home order effective March 25 until April 24"" and ""Ray County issued a stay-at-home order effective March 25 through April 24""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 13:54,Nebraska,2020-03-25,"Dodge, Lancaster, Saunders, and Washington",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""The second DHM, issued on March 25th, applies to Dodge, Lancaster, Saunders, and Washington counties and is in effect until at least May 6th.""",http://dhhs.ne.gov/Pages/Gov-Ricketts-Announces-Butler-Hall-Hamilton-Merrick-Polk-Seward-York-Counties-Now-Included-in-States-DHM.aspx/
4/14/20 16:58,North Carolina,2020-03-25,"Madison, Pitt, Beaufort, and Durham",,,Shelter-in-place order,,,,,,""" Madison County issued a stay-at-home recommendation."" and  ""Pitt County and the Town of Beaufort on the coast have issued shelter-in-place orders effective March 25."" and ""Beaufort's order is effective March 25 until April 22."" and ""Durham's stay-at-home order is effective March 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:40,Oklahoma,2020-03-25,"Canadian, Cleveland, Custer, Garvin, Grady, Jackson, Kay, Logan, Mayes, McClain, Muskogee, Noble, Oklahoma, Pawnee, Payne, Pontotoc, Tulsa, Wagoner and Washington",,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons, tattoo parlors, or any business that has social gathering. Restaurants were encouraged to stay open in order to provide pick-up services."" and ""Stitt said he his 21-day business closure order impacts only the 19 counties with confirmed positive cases. Counties impacted include Canadian, Cleveland, Custer, Garvin, Grady, Jackson, Kay, Logan, Mayes, McClain, Muskogee, Noble, Oklahoma, Pawnee, Payne, Pontotoc, Tulsa, Wagoner and Washington.""",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.joplinglobe.com/news/updated-businesses-closing-in-19-targeted-counties-in-oklahoma-elderly-must-stay-home/article_42cc66de-6e10-11ea-849b-5b03650a501a.htmloma
4/14/20 17:41,Oklahoma,2020-03-25,State-wide,,,,,,Schools closed,,,"""On March 25... The state board of education voted to close all public schools until the end of the school year""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma
4/14/20 18:43,Pennsylvania,2020-03-25,"Erie, Lehigh, and Northampton",,,Shelter-in-place order,,,,,,"""On March 24, Erie County issued a stay-at-home order effective March 25 until April 6."" and ""By March 25, the governor's stay-at-home order had been amended to include Philadelphia and Erie County as well as Lehigh and Northampton counties effective March 25 through April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:58,South Carolina,2020-03-25,Charleston,,,Shelter-in-place order,,,,,,"""On March 25, Charleston adopted a stay-at-home ordinance effective March 26 for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:30,Tennessee,2020-03-25,Franklin,,,Shelter-in-place order,,,,,,"""On March 24, Franklin issued a stay-at-home order effective March 25 for seven days.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/20 12:21,Vermont,2020-03-25,State-wide,,,Shelter-in-place order,,,,,,"""On March 24, Governor Phil Scott issued a statewide stay-at-home order effective March 25 until April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/11/20 10:43,Colorado,2020-03-26,State-wide,,,Shelter-in-place order,,,,,,"""These jurisdictions rescinded their orders in favor of the statewide order on March 26.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:03,Florida,2020-03-26,"Osceola, Parkland, Pinellas, Plantation, Sunny Isles Beach, Weston",,,Shelter-in-place order,,,,,,"""On March 25, Osceola County issued a stay-at-home order effective March 26 until April 9."" and  ""Pinellas County issued a ""safer-at-home"" order effective March 26 until April 2."" and ""Parkland issued a shelter-in-place order effective March 26 until further notice."" and ""Weston issued a ""safer-at-home order"" effective March 26."" and ""Sunny Isles Beach issued a stay-at-home order effective March 26."" and ""Plantation issued a ""safer-at-home order"" effective March 26 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:45,Georgia,2020-03-26,"Cherokee, Conyers, and Douglas",,,Shelter-in-place order,,,,,,"""Douglas County issued a shelter-in-place order effective March 26 until April 10."" and ""Cherokee County issued a shelter-in-place order effective March 26 through April 9."" and  ""Conyers issued a shelter-in-place order effective March 26 through April 8""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:33,Kansas,2020-03-26,"Coffey, Doniphan, Lyon, and Shawnee",,,Shelter-in-place order,,,,,,""" Doniphan and Shawnee counties issued stay-at-home orders effective March 26."" and  ""On March 25, Lyon County issued a stay-at-home order effective March 26 until April 25."" and ""Coffey County issued a stay-at-home order effective March 26.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:57,Maine,2020-03-26,South Portland,,,Shelter-in-place order,,,,,,"""On March 26, South Portland issued a stay-at-home order effective March 27.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:30,Missouri,2020-03-26,"Webster, Christian, Perry, Clinton, and Hannibal ",,,Shelter-in-place order,,,,,,"""On March 25, Webster County issued a stay-at-home order effective March 26 until April 24"" and ""Christian County issued a stay-at-home order effective March 26 for 30 days."" and ""Perry County issued a stay-at-home order effective March 26 until April 24."" and ""On March 26, Hannibal issued a shelter-in-place order."" and ""Clinton County issued a stay-at-home order effective until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 17:04,North Carolina,2020-03-26,"Cabarrus, Kannapolis, Ayden, Greenville, Mecklenberg, and Clay",,,Shelter-in-place order,,,,,,"""On March 24, Mecklenburg County, the most populous county on the state, announced a stay-at-home order would come into effect from 8 a.m. on March 26 and last at least until April 16. The order also bans gatherings of more than 10 people."" and ""Clay County issued a stay-at-home order effective through April 24."" and ""Ayden issued a stay-at-home order effective March 26 until April 9"" and ""Greenville issued a shelter-in-place order effective March 26 until April 10"" and ""Cabarrus County and Kannapolis issued a stay-at-home order effective March 26 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:14,Rhode Island,2020-03-26,State-wide,,Travel restrictions for out of state travelers,,,,,,,“Governor Raimondo announces that any individual coming to the state from New York by land or air that plans to stay in Rhode Island must self-quarantine for 14 days.”,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island
4/14/20 17:59,South Carolina,2020-03-26,Columbia,,,Shelter-in-place order,,,,,,"""On March 26, Columbia issued a stay-at-home order effective March 29 for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/10/20 14:52,Alabama,2020-03-27,Tuscaloosa and Montgomery,,,Shelter-in-place order,,,,,,"""Tuscaloosa city mayor Walt Maddox issued a city-wide curfew, lasting from 10:00 p.m. until 5:00 a.m. each day, effective March 27 to April 3.""... ""Tuscaloosa extended its city-wide curfew to 24 hours, beginning March 29 at 10:00 p.m., set to last an additional week. The Tuscaloosa stay-at-home order (the second in the state) came after Alabama Attorney General Steve Marshall's opinion published on the same day that provided cities and counties with more authority to combat the pandemic."" and ""Montgomery mayor Steven Reed enacted an indefinite, 10:00 p.m. to 5:00 a.m. curfew starting the night of March 27 to help contain COVID-19. The order does not impact essential businesses.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama
4/10/20 14:55,Alabama,2020-03-27,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""On March 27, all ""non-essential businesses"" in the state were ordered to be closed until April 17, including barbershops, furniture stores, gyms, casinos, theaters, arcades, night clubs, salons and spas. ABC stores would remain open. Governor Ivey again refused to issue a state-wide shelter-in-place order, saying ""I have the responsibility to look statewide and in this case, one size does not fit all"" and that she has to ""keep an eye on the economy""; she added that she would not object to county and city-level containment efforts""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama
4/11/20 11:05,Florida,2020-03-27,"Coral Springs, Broward, and Hillsborough",,,Shelter-in-place order,,,,,,"""On March 26, Broward County issued a stay-at-home order effective March 27 until further notice."" and ""Hillsborough County issued a ""safer-at-home order"" effective March 27"" and ""Coral Springs issued a stay-at-home order effective March 27 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:46,Georgia,2020-03-27,"Bartow, Cartersville, and Doraville",,,Shelter-in-place order,,,,,,"""On March 26, Cartersville and surrounding Bartow County issued shelter-in-place orders effective March 27 through April 7."" and  ""Doraville issued a shelter-in-place order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:33,Kansas,2020-03-27,Sumner,,,Shelter-in-place order,,,,,,"""On March 26, Sumner County issued a stay-at-home order effective March 27 through April 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 9:54,Massachusetts,2020-03-27,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""On March 27, Governor Baker asked travelers from out of state to avoid Massachusetts or to self-quarantine upon arrival for 14 days. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/20 10:13,Minnesota,2020-03-27,State-wide,,,Shelter-in-place order,,,,,,"""Governor Tim Walz signs Executive Order 20-20. This order states that all people currently residing in Minnesota are to shelter in place beginning March 27, 2020 at 11:59PM through April 10, 2020 at 5:00PM.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response
4/14/20 10:31,Missouri,2020-03-27,Caldwell,,,Shelter-in-place order,,,,,,"""Caldwell County issued a stay-at-home order effective March 27 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:18,New Hampshire,2020-03-27,State-wide,,,Shelter-in-place order,,,,,,"""On March 26, 2020 Governor Sununu announced a stay-at-home order going into effect the following day at midnight requiring the closure of all non-essential in-person businesses.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/20 17:17,North Carolina,2020-03-27,"Guilford, Greensboro, High Point, Winston-Salem, Forsyth, Clemmons, Buncome, Gaston, and Orange",,,Shelter-in-place order,,,,,,"""On March 25, Guilford County, Greensboro, and High Point issued stay-at-home orders effective March 27 through April 16."" and ""Winston-Salem issued a stay-at-home order effective March 27 until April 16, with Forsyth County joining the order on March 26."" and ""Clemmons issued a shelter-in-place order effective March 27 until April 16."" ""Buncombe County issued a stay-at-home order effective March 27 through April 9."" and ""Gaston County issued a stay-at-home order effective March 27 until April 16."" and ""Orange County issued a stay-at-home order effective March 27 until April 30 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:45,Pennsylvania,2020-03-27,"Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York",,,Shelter-in-place order,,,,,,"""On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:59,South Carolina,2020-03-27,Williamsburg,,,Shelter-in-place order,,,,,,"""Williamsburg County issued a stay-at-home order effective March 27 for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:14,Utah,2020-03-27,Summit and Salt Lake City,,,Shelter-in-place order,,,,,,"""On March 25, Summit County issued a stay-at-home order effective March 27 through May 1."" and """"In response, Salt Lake City issued a mandatory stay-at-home order until further notice.""""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/11/20 11:08,Florida,2020-03-28,"Boca Raton, Dania Beach, Fort Lauderdale, Gadsden County, Hollywood, Lauderdale-by-the-sea, Miramar, Oakland Park, Palm Beach, Pembroke Pines, Pompano Beach, and Wilton Manors",,,Shelter-in-place order,,,,,,"""Boca Raton issued a stay-at-home order effective March 28 until further notice."" and "" Miramar issued a ""safer-at-home order"" effective March 28."" and ""On March 27, Fort Lauderdale issued a stay-at-home order effective March 28 until April 17."" and ""Gadsden County issued a stay-at-home order effective March 27."" and ""Hollywood issued a ""safer-at-home order"" effective March 28 until further notice."" and  ""Lauderdale-by-the-Sea issued a ""safer-at-home order"" effective March 28.""  and ""Oakland Park issued a ""safer-at-home order"" effective March 28 until further notice."" and ""Pompano Beach issued a ""safer-at-home order"" effective March 28 until further notice."" and Wilton Manors issued a ""safer-at-home order"" effective March 28 until further notice."" and ""Dania Beach issued a stay-at-home order effective March 28 until further notice."" and ""On March 28, Pembroke Pines issued a stay-at-home order effective March 28 until further notice."" and ""Palm Beach issued a shelter-in-place order effective until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:49,Georgia,2020-03-28,"Avondale Estates, Chamblee, Dunwoody,  DeKalb, and Gwinnett",,,Shelter-in-place order,,,,,,"""On March 27, Gwinnett County and all 16 cities and towns in the county jointly issued a stay-at-home order effective March 28 through April 13."" and  ""Avondale Estates issued a shelter-in-place order."" and ""DeKalb County issued a shelter-in-place order effective March 28 until further notice."" and ""On March 28, Chamblee issued a stay-at-home order effective March 28 until further notice."" and ""Dunwoody issued a shelter-in-place order effective March 28.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:35,Kansas,2020-03-28,"Chase, Jefferson, and Osage",,,Shelter-in-place order,,,,,,"""Osage County issued a stay-at-home order effective March 28 until further notice."" and ""Jefferson County issued a stay-at-home order effective March 28 until April 14."" and ""Chase County issued a stay-at-home order effective March 28 for 30 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:22,Mississippi,2020-03-28,Moss Point,,,,,,,,,"""March 27 – Moss Point issued a shelter-in-place order effective March 28 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:32,Missouri,2020-03-28,Cole and West Plains,,,Shelter-in-place order,,,,,,"""On March 27, Cole County issued a stay-at-home order effective March 28 until April 11."" and ""West Plains issued a stay-at-home order effective March 28 through April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:46,Montana,2020-03-28,State-wide,,,Shelter-in-place order,,,,,,"""Governor Bullock signed a pair of executive orders on March 26 enforcing a stay-at-home order for all Montana residents beginning at midnight on March 28 and ending on April 10. The executive order also forced all non-essential businesses to fully close.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana
4/14/20 17:20,North Carolina,2020-03-28,Rutherford and Henderson,,,Shelter-in-place order,,,,,,"""Rutherford County and several of its towns (Bostic, Forest City, Lake Lure, Rutherfordton, and Spindale) issued a stay-at-home order effective March 28 until April 17."" and ""Henderson County issued a stay-at-home order effective March 28.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:48,Oklahoma,2020-03-28,Oklahoma City and Tulsa,,,Shelter-in-place order,,,,,,"""March 28 – Oklahoma City and Tulsa issued shelter-in-place orders effective March 28 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 18:45,Pennsylvania,2020-03-28,"Beaver, Centre, and Washington",,,Shelter-in-place order,,,,,,"On March 28, the order was revised to include Beaver, Centre, and Washington counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:12,Rhode Island,2020-03-28,State-wide,,,Shelter-in-place order,,,,,,“March 28 – Governor Gina Raimondo issued a statewide stay-at-home order effective until April 13.”,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 10:49,Wyoming,2020-03-28,Jackson and Teton County,,,Shelter-in-place order,,,,,,"""The Town of Jackson on Saturday ordered residents to stay at home to prevent the spread of COVID-19."" and ""Teton County on Saturday ordered older adults, people living in nursing homes, those with high-risk medical conditions and those living with an older adult or person with a high-risk medical conditions to stay at home.""",https://trib.com/news/local/casper/jackson-issues-shelter-in-place-order-to-limit-spread-of/article_40c9fa29-c59b-540f-b4cd-7b211b6eb335.html and https://cowboystatedaily.com/2020/03/29/teton-county-issues-states-first-shelter-in-place-order/
4/14/20 10:32,Missouri,2020-03-29,Lincoln ,,,Shelter-in-place order,,,,,,"""Lincoln County issued a stay-at-home order effective March 29 until April 6""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 13:59,Nebraska,2020-03-29,"Burt, Cuming, Madison, and Stanton",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 29, Governor Ricketts issued the state's fourth COVID-19 related Directed Health Measure (DHM) that included Burt, Cuming, Madison, and Stanton counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/20 17:43,Oklahoma,2020-03-29,"Garfield, Rogers, Seminole and Texas",,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""As of this advisory, there are 429 positive cases of COVID-19 in Oklahoma. New counties with cases include Garfield, Rogers, Seminole and Texas counties. These counties will now be required to come into compliance with Governor Kevin Stitt's ""Safer at Home"" executive order that calls for non-essential businesses in counties with COVID-19 cases to temporarily suspend services until April 16.""",https://coronavirus.health.ok.gov/articles/situation-update-covid-19-03292020 and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma
4/14/20 17:44,Oklahoma,2020-03-29,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Governor Stitt updated Executive Order 2020–07 in a sixth amendment that required people from six states to self-quarantine upon arrival by air in Oklahoma: California, Connecticut, Louisiana, New Jersey, New York and Washington. They must quarantine themselves for 14 days or the duration of their stay in Oklahoma, whichever is shorter""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma
4/11/20 11:16,Florida,2020-03-30,"Miami-Dade, Broward, Palm Beach, Monroe, Delray Beach",,,Shelter-in-place order,,,,,,"""Delray Beach issued a shelter-in-place order effective March 30 through April 16."" and ""On March 30, Governor DeSantis issued a stay-at-home order for Miami-Dade, Broward, Palm Beach, and Monroe counties in southeast Florida effective until mid-May.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:50,Georgia,2020-03-30,Forest Park,,,Shelter-in-place order,,,,,,"""Forest Park issued a shelter-in-place order effective March 30 through April 13""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:36,Kansas,2020-03-30,State-wide,,,Shelter-in-place order,,,,,,"""On March 28, Governor Laura Kelly issued a statewide ""stay-home order"", effective March 30 until April 19 at the earliest""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 15:04,Maryland,2020-03-30,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Hogan issued a statewide stay-at-home order effective March 30 until the end of the state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:34,Missouri,2020-03-30,"Bates, Chariton, and Harrison",,,Shelter-in-place order,,,,,," ""Bates County issued a stay-at-home order effective March 30 through April 24."" and ""On March 28, Chariton County issued a stay-at-home order effective March 30 until April 24 at the earliest."" and ""Harrison County issued a shelter-in-place (stay-at-home) order effective March 30 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:00,Nebraska,2020-03-30,"Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux ",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 30, Governor Ricketts announced the state's fifth COVID-19 related Directed Health Measure (DHM) that included Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/20 17:20,North Carolina,2020-03-30,State-wide,,,Shelter-in-place order,,,,,,"""On March 27, Governor Cooper issued a statewide stay-at-home order effective March 30 until April 29.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:49,Oklahoma,2020-03-30,Stillwater and Edmond,,,Shelter-in-place order,,,,,,"""March 30 – Stillwater issued a shelter-in-place order effective March 30 through April 16."" and  ""Edmond issued a shelter-in-place order effective March 30 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 18:46,Pennsylvania,2020-03-30,"Carbon, Cumberland, Dauphin, and Schuylkill",,,Shelter-in-place order,,,,,,"""On March 30, the order was revised to include Carbon, Cumberland, Dauphin, and Schuylkill counties""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:30,Tennessee,2020-03-30,State-wide,,,,,,,,Non-essential businesses closed,"""On March 30, Governor Bill Lee issued a two-week safer at home order for the entire state, which covers the closure of all nonessential businesses and will go into effect at 11:59 p.m. the following day.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
